,year,month,media,title,annotator 1,annotator 2,annotator 3,label
1268,2019,4,nyt,India Still Awaits Apology From Britain for Massacre in Amritsar 100 Years Ago,0,0,0,0
1269,2014,10,cnn,What lures Americans to Syria fight,1,0,1,1
1270,2017,10,nyt,"Weinstein, Hefner and the Poor Excuse That Explains a Lot",0,0,0,0
1271,2014,12,nyt,Fallout for the S.E.C. and the Justice Dept. From the Insider Trading Ruling,0,0,1,0
1272,2015,1,cnn,"Palestinian party posts, pulls image of skulls with Jewish stars",0,1,1,1
1273,2018,10,nyt,A Center-Right Party Decisively Wins Quebec Vote,0,1,0,0
1274,2020,10,wsj,"Trump Plays Down Coronavirus, Plans to Debate Biden",0,1,0,0
1275,2019,4,wsj,"This Time Probably Isnt Different for Fannie, Freddie",0,1,0,0
1276,2017,8,wsj,Europes Scramble for Africa,1,1,0,1
1277,2015,3,reason,Indiana's RFRA—and the Response—Is All About the Signaling,0,0,0,0
1278,2021,9,washt,Iran angling for invite to Chinese-led security pact after years of waiting,0,0,0,0
1279,2014,7,washt,"To fix America, copy Texas",0,1,1,1
1280,2020,9,wsj,Americans Know More About Civics Than They Did a Year Ago,0,0,1,0
1281,2019,1,cnn,This is devastating for Trump,1,1,1,1
1282,2015,10,nbc,Hillary Clinton Protects Left Flank With TPP Opposition,1,0,1,1
1283,2021,12,cnn,Democrats await decision on whether immigration can be in Build Back Better,0,0,0,0
1284,2020,3,nyt,Dont Rush to Dismiss Medicare for All,0,0,0,0
1285,2017,8,washt,"Mike Pompeo, CIA director, says nuclear war with North Korea is not 'imminent'",0,0,0,0
1286,2017,11,fedlist,Angela Lansbury Is Right: Women Need Take Responsibility When They Contribute To Bad Sex Situations,1,0,0,0
1287,2014,7,reason,"Reason-Rupe Poll: 'Millennials Aren't Liberals, They're Social Liberals and Fiscal Centrists'",1,1,1,1
1288,2021,4,nbc,Justice Breyer argues against expanding the Supreme Court,1,0,0,0
1289,2018,3,washt,China's chilling surveillance shows U.S. need to slow AI roll,1,0,1,1
1290,2021,12,wsj,The New Vocabulary of 2021: A Lexicon of Peeves and Passions,0,0,0,0
1291,2017,3,nbc,Republicans Offer Different Opinions on Potential Sessions Recusal,0,1,0,0
1292,2020,8,nyt,Uber and Lyft Just Cant Stop Flouting the Law,1,0,0,0
1293,2017,1,cnn,Van Jones: We need to try to understand President Trump,0,0,0,0
1294,2015,8,cnn,Super PAC to drop $10 million on pro-Jeb Bush ads,0,0,0,0
1295,2015,10,nyt,"여호와의 증인, 병역 거부 이유로 한국에서 주홍글씨 낙인",0,0,0,0
1296,2020,11,cnn,Kurt Russell prefers to keep his politics personal,0,0,0,0
1297,2015,9,nbc,Ben Carson: 'People Are Shocked ... I Never Saw Rocky',0,1,0,0
1298,2020,9,fedlist,House Republicans Condemn Democrat Plans To Pack The Supreme Court If They Lose Confirmation Battle,1,1,1,1
1299,2016,3,wsj,Brazil Protesters Find Hero in Crusading Judge,0,0,0,0
1300,2022,7,washt,Griner could face 10 years in prison after guilty plea,0,0,0,0
1301,2014,3,bbg,google fights gmail privacy lawsuits bid for class action status,1,0,0,0
1302,2021,9,nbc,"FDA advisory group rejects Covid boosters for most, limits to high-risk groups",0,0,0,0
1303,2014,9,washt,Thirteen years later,0,0,0,0
1304,2017,8,cnn,The Mooch&s Worst Week in Washington,0,0,1,0
1305,2017,7,nyt,Morning Joe Row Is Fresh Sign of TVs Iron Grip on Trump,0,1,1,1
1306,2019,7,nbc,Student arrested for wearing gorilla mask to Black Lives Matter rally cleared of most charges,1,0,1,1
1307,2016,3,reason,Super Delegates…to the Rescue (of Hillary Clinton)!,0,1,1,1
1308,2019,8,wsj,Jeffrey Epsteins Death Creates Legal Morass for His Accusers,1,0,0,0
1309,2018,10,washt,Donald Trump uses economy as Republican campaign advantage,0,1,0,0
1310,2017,1,washt,"Xi vs. Trump: Chinese leader praises globalization, warns of trade wars at tony Davos summit",1,0,1,1
1311,2018,11,cnn,Russia gloomy on US relations after Democrats take House in midterms,1,1,0,1
1312,2019,4,washt,Measles cases hit new high in U.S. since virus was declared eliminated in 2000,0,0,0,0
1313,2016,11,bbg,,0,0,0,0
1314,2019,10,wsj,Sanders to Participate in Ohio Debate,0,0,0,0
1315,2014,2,wsj,Ecuador's Correa Faces Election Test,0,0,0,0
1316,2017,8,nbc,"Walmart Subsidiary Discriminated Against Transgender Worker, EEOC Finds",1,0,1,1
1317,2019,4,nbc,Anti-gay hecklers follow Pete Buttigieg across Iowa,1,0,1,1
1318,2022,6,nbc,Suspect in slaying of retired Wisconsin judge has died,0,0,0,0
1319,2021,1,nyt,Lesson of the Day: Decoding the Far-Right Symbols at the Capitol Riot,0,1,1,1
1320,2019,4,cnn,How the women in my family taught me to fight injustice,0,0,0,0
1321,2022,7,cnn,Trump&s revenge tour over Michigan Republican&s impeachment vote endangers a GOP House seat,1,1,1,1
1322,2018,3,cnn,"Donald Trump and Benjamin Netanyahu both have big, big problems",0,1,1,1
1323,2016,11,nbc,"Where Hillary Clinton, Donald Trump Stand on Tech Issues",0,1,1,1
1324,2018,9,wsj,Trump Authorizes Sanctions for Foreign Election Meddling,1,1,1,1
1325,2015,7,wsj,U.S. Officials Cite Intelligence El Chapo Was Plotting Escape,0,0,0,0
1326,2019,10,cnn,Republican senator won&t say if Democrats have a case on impeachment,1,1,1,1
1327,2020,1,wsj,Killing of Iranian General Brings Iraq's Divided Shiites Closer,1,1,1,1
1328,2019,9,wsj,"Trump, Scrutinized Over Interaction With Ukraine, Still Calls for Biden Probe",1,1,1,1
1329,2015,9,cnn,FBI report: Violent crime down in U.S.,0,0,0,0
1330,2020,4,nbc,"Ocasio-Cortez, House progressives criticize interim coronavirus bill",1,1,0,1
1331,2022,1,bbg,cashing in on crypto hype finance pros lure investors wanting to buy nfts,0,0,0,0
1332,2015,2,christian,Madison's Gift' vividly recounts the many accomplishments of America's fourth president,0,1,0,0
1333,2016,1,washt,John Kerry declares Obama's work with Iran a success: 'The world is a safer place today',0,0,0,0
1334,2021,1,fedlist,"On Day One, Biden Destroys Womens Sports With Anti-Science Executive Order",1,1,1,1
1335,2021,3,nbc,"How to 'defund' the police when violence is rising? Lansing, Michigan, struggles for answers",0,1,0,0
1336,2022,3,bbg,putin foe navalny faces years more in jail after new conviction,0,0,0,0
1337,2019,5,nbc,Buttigieg calls out Democrats for playing 'identity politics',1,1,1,1
1338,2021,12,bbg,philippines keeps virus curbs through jan 15 as infections rise,0,0,0,0
1339,2017,6,fedlist,This Couple Fought The Government For Their Right To Bury Their Miscarried Son,1,0,1,1
1340,2018,4,wsj,God Save Texas Review: A Lone Star State of Mind,0,0,0,0
1341,2016,4,wsj,"Obama, Merkel Urge Action on Atlantic Trade Pact",0,1,0,0
1342,2015,6,reason,San Diego Sheriff's Deputy Caught on Tape Tasing Run Away Teenager; Mother Apologizes for Confrontation,0,0,0,0
1343,2015,6,washt,"Majority of fatal attacks on U.S. soil carried out by white supremacists, not terrorists",1,1,1,1
1344,2016,6,wsj,Australias Ruling Party Gains Edge in Poll After Brexit Tumult,0,1,0,0
1345,2018,7,nbc,Progressive group launches ad campaign urging Democrats to oppose Kavanaugh,1,1,1,1
1346,2016,5,wsj,Mother Gets 8 Years for Killing Children,0,0,0,0
1347,2017,6,fedlist,Politico Attacks Animal Activism Organization Because A Trump Is Involved,1,1,1,1
1348,2017,7,washt,"Jared Kushner, Paul Manafort Russia collusion testimonies sought by different Senate committees",1,1,0,1
1349,2019,7,nyt,What Will It Take for Democrats to Unite Behind Impeaching Trump?,1,1,1,1
1350,2015,1,nyt,"Suddenly, BRIC Markets Are on a Shakier Foundation",0,0,0,0
1351,2020,1,cnn,How &Lock Her Up!& just blew up,0,0,0,0
1352,2016,4,bbg,the broken state of voting as we enter the wisconsin presidential primary,0,1,1,1
1353,2022,5,nyt,Raffensperger fends off a 2020 election denier to win Georgias G.O.P. secretary of state primary.,1,1,1,1
1354,2020,5,cnn,&He lied on national television&: Trump says truckers protesting industry problems are actually honking to support him,1,1,1,1
1355,2019,7,cnn,"A man has been charged after police found more than 1,000 guns in his Los Angeles home",0,0,0,0
1356,2016,9,nyt,Whats on TV Tuesday: This Is Us and Bull,0,0,0,0
1357,2014,1,bbg,bloomberg view a smarter war on poverty,0,0,0,0
1358,2015,2,cnn,Father says he knew he&d find the 3 students dead in Chapel Hill condo,0,0,0,0
1359,2016,4,christian,"After scathing Chicago police report, hope that 'this time is different'",0,0,0,0
1360,2018,6,washt,University of Michigan pushes back against free speech lawsuit,1,0,1,1
1361,2018,3,cnn,"Actually, West Virginia isn&t dismantling its Department of Education",1,1,0,1
1362,2021,2,washt,"Rush Limbaugh, voice of American conservatism, dead at 70",0,0,0,0
1363,2018,10,nyt,Ottawa: The City of Makers,0,0,0,0
1364,2016,1,nyt,"With Eye on Growth, Imagine Entertainment Seeks an Investment ",0,0,0,0
1365,2020,6,washt,Mitch McConnell blasts Democrats policing overhaul package,1,1,1,1
1366,2015,7,wsj,"If Greece Leaves, We All Lose",1,1,0,1
1367,2014,7,nyt,Iraq Picks New President to Confront Militant Threat,1,0,0,0
1368,2016,8,cnn,"Trump will directly address black voters, top aide says",1,1,0,1
1369,2020,12,wsj,Two Republicans Provide Different Views on Trumps Appeal,0,1,1,1
1370,2014,9,washt,Obama to reveal Islamic State strategy in prime-time address,0,0,0,0
1371,2021,8,cnn,January 6 committee considers whether to seek Trump White House call logs as investigators eye next steps,1,1,0,1
1372,2020,11,nbc,The NFL is penalizing teams and coaches for violating Covid-19 protocols,0,0,0,0
1373,2019,7,nyt,Caramoor Invites the Birds to Take Part in a Songfest,0,0,0,0
1374,2014,11,nyt,Chinese Dissidents Trial to Begin,1,0,1,1
1375,2018,2,cnn,Getting rid of Paul Ryan would be a very bad idea for Republicans,1,1,1,1
1376,2021,1,reason,It's Not Just Trump. California Labor Unions Are Trying To Reverse the Outcome of an Election Too.,1,1,1,1
1377,2020,11,nbc,Pfizer to seek Covid-19 vaccine approval 'within days' as trial shows 95 percent efficacy,0,0,0,0
1378,2014,9,reason,Scott Brown Wins GOP Primary for Senate in N.H.,0,0,0,0
1379,2016,9,nyt,On the Trail: Week of Sept. 4,0,0,0,0
1380,2016,2,nbc,Michigan Board Approves Petition to Recall Gov. Rick Snyder,0,1,0,0
1381,2016,11,washt,Grand'ther Baldwin's Thanksgiving,0,0,0,0
1382,2021,1,cnn,Mitch McConnell&s dilemma,0,1,1,1
1383,2015,8,nyt,A Brooklyn Original,0,0,0,0
1384,2014,6,nyt,"Out of Power Almost 7 Years, Blair Is Still Haunted by a Legacy of War",0,1,0,0
1385,2018,10,nyt,What Big Pharma Fears Most: A Trump Alliance With Democrats to Cut Drug Prices,0,1,0,0
1386,2014,7,washt,WILLIAMS: A time when our ally Israel most needs our support,0,1,0,0
1387,2017,5,cnn,Donald Trump denies a Russia allegation that no one made,1,1,1,1
1388,2018,10,wsj,"Trump, Calling Mattis a Democrat, Opens Door to His Exit",1,1,1,1
1389,2016,10,nyt,Donald Trumps Business Decisions in 80s Nearly Led Him to Ruin,1,1,1,1
1390,2019,4,cnn,Here&s the 1 thing the Mueller report proves beyond a shadow of a doubt,0,1,0,0
1391,2019,10,nyt,"But Mom, Video Games Are My Job",0,0,0,0
1392,2020,8,washt,Protest leader Bush ousts 20-year US Rep. Clay in Missouri,1,1,1,1
1393,2019,10,cnn,Trump announces he will nominate deputy energy secretary to replace Rick Perry in top post,1,0,0,0
1394,2019,4,cnn,Is Donald Trump turning on Fox News?,1,1,1,1
1395,2017,7,cnn,"Republican members of Congress show love for Priebus, praise Kelly pick",0,0,0,0
1396,2015,10,nbc,First Read: Why Clinton's Trade Flip-Flop Is So Unbelievable,1,1,1,1
1397,2014,7,washt,Latin leaders profit from illegals,1,1,1,1
1398,2018,3,nbc,"Trump's tariffs try to solve a problem that he has exaggerated, steel industry experts say",1,1,1,1
1399,2017,11,nyt,Victims of Canadas Gay Purge to Get Apology from Trudeau,1,0,0,0
1400,2018,1,cnn,Iran deal deadlines loom as Trump weighs sanctions,0,1,0,0
1401,2020,8,cnn,Jerry Falwell Jr.&s fatal miscalculation,0,0,1,0
1402,2015,10,christian,SXSW under fire after removing harassment-focused panel,0,0,0,0
1403,2016,5,washt,NSA phone-snooping metadata still in government hands,1,0,0,0
1404,2018,11,nyt,On Politics: Hyde-Smith Secures Her Mississippi Senate Seat in Win Over Espy,0,1,0,0
1405,2019,10,nbc,NBC News president sharply rejects Ronan Farrow's claims that company covered up Lauer allegations,1,0,0,0
1406,2018,1,nbc,Trump reported to have ordered lawyer to urge Sessions not to recuse himself,1,1,0,1
1407,2015,11,cnn,Hillary Clinton protested by Black Lives Matter,1,1,1,1
1408,2018,7,washt,"Donald Trump visits Britain amid 'Baby Trump,' Brexit, Russian villainy",0,1,1,1
1409,2017,6,wsj,Alaska Senator Faces Hard Sell on Health Bill,0,0,0,0
1410,2019,1,nbc,Foreign labor limits likely to leave seasonal American businesses in the lurch — again,1,0,0,0
1411,2014,11,nyt,An Obamacare Do-Over,1,1,0,1
1412,2021,6,cnn,"Senate sergeant-at-arms says cyber threat, not another insurrection, keeps her up at night",0,0,0,0
1413,2021,4,fedlist,Black Cop: Lies About Institutional Racism Are Making America More Violent,1,1,1,1
1414,2016,10,reason,Trump's Stubbornness on the Central Park Five's Guilt a Warning to Criminal Justice Reformers,1,1,1,1
1415,2020,3,wsj,"Biden, Sanders Split on Policy, Unite Against Trump",1,1,0,1
1416,2022,8,nyt,Republicans Are Americas Problem,1,1,1,1
1417,2014,2,nyt,"If You Cant Get Onstage, Go Online",0,0,0,0
1418,2015,5,cnn,Obama to Letterman on retirement: &We could play dominoes together&,0,0,0,0
1419,2019,2,washt,Cheri Bustos: Last partial government shutdown was a 'total waste',0,1,1,1
1420,2016,7,nyt,Photographs From the Democratic Convention,0,0,0,0
1421,2017,9,cnn,One family&s struggle to survive Aleppo,0,0,0,0
1422,2016,2,washt,Kosovo erupts in chaos as opposition pushes more Serbian power,1,1,0,1
1423,2020,2,cnn,Syracuse University students renew protests following administration&s response to racist incidents,1,0,1,1
1424,2020,3,washt,"Cuomo, de Blasio at odds over N.Y. response to coronavirus",0,1,0,0
1425,2020,7,cnn,"NYC schools will reopen in the fall, the mayor says. The governor says not so fast",0,0,0,0
1426,2018,2,cnn,Trump: &They are laughing their asses off in Moscow& over how US handled Russia investigations,1,1,1,1
1427,2018,11,nyt,"Baltimore Fiddler Disrupted by Heil Hitler, Heil Trump",1,1,1,1
1428,2016,3,fedlist,Watch Harry Reid Say Republicans Should Follow SCOTUS Biden Rule,0,1,1,1
1429,2015,11,washt,Chris Christie hopes to revive flagging campaign with tough talk on terrorism,0,0,0,0
1430,2020,2,cnn,Reporters who investigated Harvey Weinstein react to his conviction,0,1,0,0
1431,2016,12,wsj,Violence Bolsters Erdogans Plan for More Presidential Power in Turkey,1,1,1,1
1432,2022,2,bbg,democrats get harsh reminder of fragile grip with senator ailing,0,1,1,1
1433,2016,3,christian,"Opinion: Deeper India, US ties should include cybersecurity, too ",0,0,0,0
1434,2022,4,nyt,"Climate Queries, Asked and Answered",0,0,0,0
1435,2018,8,nyt,Google Deletes 39 YouTube Channels Linked to Iranian Influence Operation,1,0,0,0
1436,2017,2,cnn,New York police charge man in jogger&s death,0,0,0,0
1437,2015,4,washt,House Republican budgets ripped by Obama over spending limits,1,1,1,1
1438,2022,6,washt,"Meadows warned Trump aide that 'things might get real, real bad' on Jan. 6",0,1,1,1
1439,2015,9,wsj,Some Democrats Push DNC to Hold More Debates,1,1,0,1
1440,2018,4,nyt,"At City Agencies, Hundreds of Harassment Claims but No Consistent Response",1,0,1,1
1441,2017,7,cnn,John Boehner doesn&t think Republicans stand a chance of passing health care,1,1,0,1
1442,2021,12,nyt,Gov. Charlie Baker of Massachusetts Says He Wont Run for Re-election,0,0,0,0
1443,2020,6,christian,"With nation in turmoil, Trump stages first campaign rally in months",0,1,1,1
1444,2018,5,fedlist,Heres The Biggest Legal Flaw In Californias Sexual Orientation Therapy Ban,1,1,0,1
1445,2019,11,nbc,Buffalo Wild Wings employees fired for telling black family to move to please 'regulars',1,0,1,1
1446,2021,3,nyt,Upbeat Official Report on Race in Britain Draws a Swift Backlash,1,1,0,1
1447,2017,10,cnn,Sarah Sanders says Dem lawmaker&s comments are &appalling and disgusting&,1,1,1,1
1448,2016,3,nyt,Republicans and Trade Wars,0,1,0,0
1449,2014,2,cnn,Uganda president: Homosexuals are &disgusting&,1,0,1,1
1450,2014,12,nyt,Algerian Army Kills Militant Leader Linked to Beheading of French Hostage,1,0,1,1
1451,2022,5,bbg,china s covid zero policy makes 2020 style rebound less likely,1,0,0,0
1452,2021,11,washt,Rep. Marjorie Taylor Greene: Kevin McCarthy lacks support to be House speaker if GOP takes majority,0,1,0,0
1453,2016,2,nyt,Woman Exonerated After Serving 10 Years for Manslaughter Conviction,0,0,0,0
1454,2021,7,wsj,Covid Hypocrisy at the U.S. Border,0,0,1,0
1455,2022,3,cnn,Mitt Romney Fast Facts,0,0,0,0
1456,2020,3,nyt,On Politics: Warrens Out but Not Down,0,1,0,0
1457,2018,3,nyt,New York Today: Students in Solidarity Over Gun Violence,0,0,0,0
1458,2018,1,nyt,"State of the Union, Joseph Kennedy, Jimmy Kimmel: Your Wednesday Briefing",0,0,0,0
1459,2016,3,bbg,flint lead crisis doesn t have to mean kids face long term mental damage,0,0,0,0
1460,2019,4,wsj,Judge to Hold Hearing Over Alleged Juror Misconduct in Queens Jogger Case,0,0,0,0
1461,2017,4,nbc,Putin and Rouhani Condemn U.S. Airstrikes in Syria in Phone Call: Kremlin,0,0,1,0
1462,2021,5,washt,"Loudoun County, Virginia, schools' 'Bias Reporting' form sparks outrage among parents",1,0,1,1
1463,2018,1,wsj,Merkel Edges Closer to Fourth Term as German Chancellor,0,0,0,0
1464,2019,4,washt,Top House lawmakers ask Pompeo to reject Central American aid cuts,1,1,0,1
1465,2015,9,nyt,Volkswagen Faces Harsher Penalties Than a U.S. Company Might,1,0,0,0
1466,2020,2,nyt,Ringleader of Admissions Scandal Said Investigators Told Him to Lie,1,0,1,1
1467,2016,2,cnn,Republican Town Hall: CNN&s Reality Check Team inspects the claims,0,0,0,0
1468,2015,12,cnn,Ben Carson joins Donald Trump in threatening to leave GOP,1,1,1,1
1469,2018,3,nyt,The Dirty Secret of American Nuclear Arms in Korea,1,1,1,1
1470,2019,3,nbc,Jacinda Ardern vows to deny accused New Zealand mosque gunman notoriety,0,1,0,0
1471,2014,9,reason,Kasich Cronies Are Causing Libertarian Candidates' Woes,1,1,1,1
1472,2014,9,washt,11 million illegal immigrants keep health care coverage while Obama drags feet,0,1,1,1
1473,2021,12,nyt,"Rennie Davis, One of the Chicago Seven, Traded Activism for Inner Peace",0,0,0,0
1474,2018,4,christian,Even at Starbucks? A conversation grows about hidden racial bias.,1,0,1,1
1475,2022,2,nyt,"Leaders Death Is Another Blow for ISIS, but Its Hardly the End",1,0,0,0
1476,2014,8,wsj,Cavaliers Officially Land Kevin Love,0,0,0,0
1477,2021,2,cnn,Trump is already shaping the 2022 Senate battle,1,1,1,1
1478,2016,9,nyt,"U.S. Murders Surged in 2015, F.B.I. Finds",0,0,0,0
1479,2022,1,nbc,Denzel Washington wants viewers to look past Macbeths race,0,0,0,0
1480,2020,5,nyt,"In Louisiana, Covid-19 Has Achieved What Big Oil Protesters Could Not",1,0,0,0
1481,2016,10,wsj,My Candid Reviews of the Worlds Wonders,0,0,0,0
1482,2015,10,nyt,"Republican Voters, in Focus Group, Express Rage at Career Politicians",1,1,1,1
1483,2014,8,nyt,Scotlands Debate: Stay Big or Go Small,0,1,0,0
1484,2014,10,nyt,California Leads on Justice Reform,0,0,0,0
1485,2019,2,nyt,Trump and Trade Adviser Disagree on What to Call Deal With China,1,1,0,1
1486,2015,1,wsj,Obama Previews Economic Proposals,0,0,0,0
1487,2017,7,nyt,The Daily: Donald Trump Jr.s Deadline,0,1,1,1
1488,2021,9,nbc,"Feds announce new limits on chokeholds and 'no-knock' warrants, but don't ban them",0,0,0,0
1489,2018,4,nyt,"After Sylvester Stallone Call, Trump Considers Full Pardon of Long-Dead Boxer",0,1,0,0
1490,2016,11,cnn,Bernie Sanders &deeply humiliated& Democrats lost white working-class voters,1,1,1,1
1491,2016,5,cnn,Clinton surrogate Rendell under fire for &ugly women& remark,0,1,1,1
1492,2015,1,cnn,Christie to meet with GOP leaders in South Carolina,0,0,0,0
1493,2017,8,cnn,How Trump can win in Afghanistan,1,1,0,1
1494,2022,8,wsj,Eric Schmitt Wins Missouri GOP Senate Primary as Five States Cast Ballots,0,1,0,0
1495,2016,10,wsj,Why the Vast Majority of Women in India Will Never Own a Smartphone,0,0,1,0
1496,2022,8,nyt,Sean Hannity and Other Fox Stars Face Depositions in Defamation Suit,0,0,0,0
1497,2015,9,wsj,Chinese Leader Draws Power Into Loyal Inner Circle,1,0,0,0
1498,2022,2,cnn,Yet another Tesla flaw casts doubt on &full self-driving& tech,0,0,0,0
1499,2018,10,cnn,&SNL& gets it right: Trump and GOP are clueless about women,1,1,1,1
1500,2014,1,nyt,"On the Trail of a Vicious Killer, Eagerly Licking Their Chops",0,0,0,0
1501,2014,3,nyt,Democrats Plan Ads in Challenge to Koch Brothers,0,0,0,0
1502,2014,5,nyt,Turkish Protesters Defy Governments May Day Ban,1,1,0,1
1503,2014,7,nyt,House Republicans Resume Efforts to Reduce Feds Power,1,1,0,1
1504,2014,8,nyt,Illinois Governor Vetoes Ride-Sharing Restrictions,0,0,0,0
1505,2014,9,nyt,Obama Urges Global Effort to Help Prevent Epidemics,0,0,0,0
1506,2014,9,nyt,Quotation of the Day,0,0,0,0
1507,2014,10,nyt,How Should We React to the Ebola Epidemic?,0,0,0,0
1508,2014,10,nyt,1939: Nazi Raiders Stir London,0,0,0,0
1509,2014,11,nyt,Political Feud Weakens Coalition in Georgia,1,1,1,1
1510,2014,11,nyt,Just Because a Policy Causes a Death Spiral Doesnt Mean Its Unsustainable,1,1,1,1
1511,2014,11,nyt,McConnell Makes Final Plea to Obama on Immigration,1,1,0,1
1512,2014,11,nyt,Obama Responds to Ferguson Decision,0,0,0,0
1513,2014,12,nyt,Obama Calls Sony Decision a Mistake,1,0,0,0
1514,2015,2,nyt,Obamas Budget Seeks to Loosen Austerity Reins,0,0,0,0
1515,2015,3,nyt,Today in Politics: Iran Showdown Brings Obama and Congress to New Low,1,1,0,1
1516,2015,3,nyt,Irate Democrats Denounce G.O.P on Iran Letter,1,1,1,1
1517,2015,3,nyt,"Intrepid in an Earthquake, but Rattled by Locking Luggage",0,0,0,0
1518,2015,4,nyt,Today in Politics: Menendez Indictment Could Alter Congresss Role on Iran,1,1,0,1
1519,2015,6,nyt,"Appealing to Union, Hillary Clinton Calls Teachers Scapegoats",1,1,0,1
1520,2015,6,nyt,Vendor From Brooklyn Finds Clinton T-shirts a Tough Sell,0,1,1,1
1521,2015,7,nyt,Talk Show Roundup: Lindsey Graham Calls Donald Trump a Threat to Republicans Moral Authority,1,1,1,1
1522,2015,9,nyt,"In Second Republican Debate, Donald Trumps Rivals Seek Points, Not Knockout",0,1,0,0
1523,2015,10,nyt,"Joe Biden Ran in the Invisible Primary, and Lost to Hillary Clinton",0,1,0,0
1524,2015,11,nyt,Communities Come Together to Make Homes More Affordable,0,0,0,0
1525,2016,1,nyt,"In Conservative Louisiana, Obama Finds Little but Love",0,0,0,0
1526,2016,1,nyt,Theater Listings for Jan. 29-Feb. 4,0,0,0,0
1527,2016,2,nyt,Obama Cleared Way for Todays Outsider Candidates,0,0,0,0
1528,2016,3,nyt,In the Studio With Fashions Great Hair Iconoclast,0,0,0,0
1529,2016,3,nyt,"Review: Krisha, a Family Drama Set Around Thanksgiving",0,0,0,0
1530,2016,6,nyt,Bernie Sanders Vows Fight to Convention as Hillary Clinton Wins a Primary,1,1,0,1
1531,2016,6,nyt,Whats on TV Sunday,0,0,0,0
1532,2016,6,nyt,"Democrats End Sit-In After 25 Hours, Drawing Attention to Gun Control",1,0,0,0
1533,2016,7,nyt,Brexit Briefing: Conservative Backbiting; Labour Civil War; Welsh Regrets?,1,1,1,1
1534,2016,8,nyt,Donald Trump Suggests Second Amendment People Could Act Against Hillary Clinton,1,1,0,1
1535,2016,9,nyt,Donald Trump Jr. Invokes Holocaust Imagery in Complaint Against Media,1,1,1,1
1536,2016,11,nyt,"Greece, Seeking Dose of Stability, Is Rattled by Trumps Win",0,1,0,0
1537,2016,11,nyt,76 Experts Urge Donald Trump to Keep Iran Deal,0,0,0,0
1538,2016,11,nyt,Donald Trump and the Lawsuit Presidency,1,1,1,1
1539,2017,1,nyt,Trump Says I Think It Was Russia That Hacked the Democrats,1,1,1,1
1540,2017,3,nyt,Trump Supporters Have the Most to Lose in the G.O.P. Repeal Bill,1,1,0,1
1541,2017,3,nyt,Republicans Withdraw Their Health Bill,0,1,0,0
1542,2017,3,nyt,"G.O.P., Once Unified Against Obama, Struggles for Consensus Under Trump",1,1,0,1
1543,2017,4,nyt,Trump Faces the Limits of American Power,1,1,0,1
1544,2017,5,nyt,When Apple Maps Marks Your Spot,0,0,0,0
1545,2017,5,nyt,Sense of Crisis Deepens as Trump Defends F.B.I. Firing,1,1,0,1
1546,2017,5,nyt,Democrats in Congress Urge Democrats in Albany to Return to the Party,0,1,0,0
1547,2017,5,nyt,On The Bachelorette for the Wrong Reasons? Whaboom.,0,0,0,0
1548,2017,5,nyt,Trump Lashes Out at Kathy Griffin and Democrats,1,1,1,1
1549,2017,7,nyt,Russia Crows Over Putins Meeting With Trump,1,1,1,1
1550,2017,7,nyt,Right and Left React to the Donald Trump Jr. Email Scandal,1,1,1,1
1551,2017,7,nyt,Quotation of the Day: Trumps Attacks Leave Sessions Out in the Cold,1,1,1,1
1552,2017,9,nyt,"Defying Trump, Athletes Intensify Debate on Race and Protest",1,1,1,1
1553,2017,12,nyt,Trumps Agenda? Not So Populist,1,1,1,1
1554,2018,1,nyt,"Union Chief Says Trump, Having Actively Hurt Workers, Is Losing Support",1,1,1,1
1555,2018,2,nyt,The Republican Tax Act Could Turn Texas Blue,1,1,0,1
1556,2018,4,nyt,"Divided on Strikes, Democrats and Republicans Press for Clearer Syria Strategy",1,1,1,1
1557,2018,4,nyt,Trump Criticizes Times Report About His Longtime Lawyer,1,1,1,1
1558,2018,5,nyt,Turmoil for Turkeys Trump,0,1,1,1
1559,2018,6,nyt,Why Trump Voters Supported Trump,0,1,0,0
1560,2018,6,nyt,"13 Pop, Rock and Jazz Concerts to Check Out in N.Y.C. This Weekend",0,0,0,0
1561,2018,7,nyt,How Russia Hacked the Democrats in 2016,1,1,1,1
1562,2018,8,nyt,Ohio Election Raises New Worry for Republicans,1,1,0,1
1563,2018,11,nyt,The Blue Wave Wasnt Enough to Overcome Republican Gerrymanders,1,1,1,1
1564,2018,11,nyt,Judge Blocks Disputed Keystone XL Pipeline in Setback for Trump,0,1,1,1
1565,2018,11,nyt,Trumps Nafta Plan Could Be Upended by Democrats House Takeover,1,1,0,1
1566,2018,11,nyt,"Donald Trump Fails, Again",1,1,1,1
1567,2018,11,nyt,An Argument for Ruining Your Horrible Life,0,0,0,0
1568,2019,1,nyt,Polls Show Government Shutdown Is Eroding Faith in Economy,1,1,0,1
1569,2019,3,nyt,Trump Taps Fed Critic Stephen Moore for Board Seat,1,0,0,0
1570,2019,4,nyt,What Trump Gets Wrong About Central American Aid,1,1,1,1
1571,2019,4,nyt,Trumps Immigration Crisis,1,1,1,1
1572,2019,4,nyt,Divided House Democrats Delay Budget Vote as Ideological Gap Widens,1,1,1,1
1573,2019,5,nyt,Pelosi Accuses Barr of Law-Breaking as Democrats War With Him Boils Over,1,1,1,1
